"Date","Source","Site ID","POC","Daily Max 8-hour CO Concentration","UNITS","DAILY_AQI_VALUE","Site Name","DAILY_OBS_COUNT","PERCENT_COMPLETE","AQS_PARAMETER_CODE","AQS_PARAMETER_DESC","CBSA_CODE","CBSA_NAME","STATE_CODE","STATE","COUNTY_CODE","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
"01/01/2020","AQS","130890002","1","0.3","ppm","3","South DeKalb","17","71.0000","42101","Carbon monoxide","12060","Atlanta-Sandy Springs-Roswell, GA","13","Georgia","089","DeKalb","33.6878000008711","-84.2905"
"01/02/2020","AQS","130890002","1","0.7","ppm","8","South DeKalb","24","100.0000","42101","Carbon monoxide","12060","Atlanta-Sandy Springs-Roswell, GA","13","Georgia","089","DeKalb","33.6878000008711","-84.2905"
"01/03/2020","AQS","130890002","1","0.5","ppm","6","South DeKalb","24","100.0000","42101","Carbon monoxide","12060","Atlanta-Sandy Springs-Roswell, GA","13","Georgia","089","DeKalb","33.6878000008711","-84.2905"
"01/04/2020","AQS","130890002","1","0.4","ppm","5","South DeKalb","24","100.0000","42101","Carbon monoxide","12060","Atlanta-Sandy Springs-Roswell, GA","13","Georgia","089","DeKalb","33.6878000008711","-84.2905"
"01/05/2020","AQS","130890002","1","0.5","ppm","6","South DeKalb","24","100.0000","42101","Carbon monoxide","12060","Atlanta-Sandy Springs-Roswell, GA","13","Georgia","089","DeKalb","33.6878000008711","-84.2905"
"01/06/2020","AQS","130890002","1","0.7","ppm","8","South DeKalb","24","100.0000","42101","Carbon monoxide","12060","Atlanta-Sandy Springs-Roswell, GA","13","Georgia","089","DeKalb","33.6878000008711","-84.2905"
"01/07/2020","AQS","130890002","1","0.7","ppm","8","South DeKalb","24","100.0000","42101","Carbon monoxide","12060","Atlanta-Sandy Springs-Roswell, GA","13","Georgia","089","DeKalb","33.6878000008711","-84.2905"
"01/08/2020","AQS","130890002","1","0.6","ppm","7","South DeKalb","24","100.0000","42101","Carbon monoxide","12060","Atlanta-Sandy Springs-Roswell, GA","13","Georgia","089","DeKalb","33.6878000008711","-84.2905"
"01/09/2020","AQS","130890002","1","1","ppm","11","South DeKalb","18","75.0000","42101","Carbon monoxide","12060","Atlanta-Sandy Springs-Roswell, GA","13","Georgia","089","DeKalb","33.6878000008711","-84.2905"
"01/10/2020","AQS","130890002","1","0.2","ppm","2","South DeKalb","24","100.0000","42101","Carbon monoxide","12060","Atlanta-Sandy Springs-Roswell, GA","13","Georgia","089","DeKalb","33.6878000008711","-84.2905"
"01/11/2020","AQS","130890002","1","0.2","ppm","2","South DeKalb","24","100.0000","42101","Carbon monoxide","12060","Atlanta-Sandy Springs-Roswell, GA","13","Georgia","089","DeKalb","33.6878000008711","-84.2905"
"01/12/2020","AQS","130890002","1","0.3","ppm","3","South DeKalb","24","100.0000","42101","Carbon monoxide","12060","Atlanta-Sandy Springs-Roswell, GA","13","Georgia","089","DeKalb","33.6878000008711","-84.2905"
"01/13/2020","AQS","130890002","1","0.3","ppm","3","South DeKalb","24","100.0000","42101","Carbon monoxide","12060","Atlanta-Sandy Springs-Roswell, GA","13","Georgia","089","DeKalb","33.6878000008711","-84.2905"
"01/14/2020","AQS","130890002","1","0.3","ppm","3","South DeKalb","24","100.0000","42101","Carbon monoxide","12060","Atlanta-Sandy Springs-Roswell, GA","13","Georgia","089","DeKalb","33.6878000008711","-84.2905"
"01/15/2020","AQS","130890002","1","0.4","ppm","5","South DeKalb","24","100.0000","42101","Carbon monoxide","12060","Atlanta-Sandy Springs-Roswell, GA","13","Georgia","089","DeKalb","33.6878000008711","-84.2905"
"01/16/2020","AQS","130890002","1","0.2","ppm","2","South DeKalb","24","100.0000","42101","Carbon monoxide","12060","Atlanta-Sandy Springs-Roswell, GA","13","Georgia","089","DeKalb","33.6878000008711","-84.2905"
"01/17/2020","AQS","130890002","1","0.3","ppm","3","South DeKalb","24","100.0000","42101","Carbon monoxide","12060","Atlanta-Sandy Springs-Roswell, GA","13","Georgia","089","DeKalb","33.6878000008711","-84.2905"
"01/18/2020","AQS","130890002","1","0.3","ppm","3","South DeKalb","24","100.0000","42101","Carbon monoxide","12060","Atlanta-Sandy Springs-Roswell, GA","13","Georgia","089","DeKalb","33.6878000008711","-84.2905"
"01/19/2020","AQS","130890002","1","0.4","ppm","5","South DeKalb","24","100.0000","42101","Carbon monoxide","12060","Atlanta-Sandy Springs-Roswell, GA","13","Georgia","089","DeKalb","33.6878000008711","-84.2905"
"01/20/2020","AQS","130890002","1","0.2","ppm","2","South DeKalb","24","100.0000","42101","Carbon monoxide","12060","Atlanta-Sandy Springs-Roswell, GA","13","Georgia","089","DeKalb","33.6878000008711","-84.2905"
"01/21/2020","AQS","130890002","1","0.3","ppm","3","South DeKalb","24","100.0000","42101","Carbon monoxide","12060","Atlanta-Sandy Springs-Roswell, GA","13","Georgia","089","DeKalb","33.6878000008711","-84.2905"
"01/22/2020","AQS","130890002","1","0.4","ppm","5","South DeKalb","24","100.0000","42101","Carbon monoxide","12060","Atlanta-Sandy Springs-Roswell, GA","13","Georgia","089","DeKalb","33.6878000008711","-84.2905"
"01/23/2020","AQS","130890002","1","0.3","ppm","3","South DeKalb","24","100.0000","42101","Carbon monoxide","12060","Atlanta-Sandy Springs-Roswell, GA","13","Georgia","089","DeKalb","33.6878000008711","-84.2905"
"01/24/2020","AQS","130890002","1","0.5","ppm","6","South DeKalb","24","100.0000","42101","Carbon monoxide","12060","Atlanta-Sandy Springs-Roswell, GA","13","Georgia","089","DeKalb","33.6878000008711","-84.2905"
"01/25/2020","AQS","130890002","1","0.6","ppm","7","South DeKalb","24","100.0000","42101","Carbon monoxide","12060","Atlanta-Sandy Springs-Roswell, GA","13","Georgia","089","DeKalb","33.6878000008711","-84.2905"
"01/26/2020","AQS","130890002","1","0.3","ppm","3","South DeKalb","24","100.0000","42101","Carbon monoxide","12060","Atlanta-Sandy Springs-Roswell, GA","13","Georgia","089","DeKalb","33.6878000008711","-84.2905"
"01/27/2020","AQS","130890002","1","0.5","ppm","6","South DeKalb","24","100.0000","42101","Carbon monoxide","12060","Atlanta-Sandy Springs-Roswell, GA","13","Georgia","089","DeKalb","33.6878000008711","-84.2905"
"01/28/2020","AQS","130890002","1","0.5","ppm","6","South DeKalb","24","100.0000","42101","Carbon monoxide","12060","Atlanta-Sandy Springs-Roswell, GA","13","Georgia","089","DeKalb","33.6878000008711","-84.2905"
"01/29/2020","AQS","130890002","1","0.9","ppm","10","South DeKalb","24","100.0000","42101","Carbon monoxide","12060","Atlanta-Sandy Springs-Roswell, GA","13","Georgia","089","DeKalb","33.6878000008711","-84.2905"
"01/30/2020","AQS","130890002","1","0.6","ppm","7","South DeKalb","24","100.0000","42101","Carbon monoxide","12060","Atlanta-Sandy Springs-Roswell, GA","13","Georgia","089","DeKalb","33.6878000008711","-84.2905"
"01/31/2020","AQS","130890002","1","0.4","ppm","5","South DeKalb","24","100.0000","42101","Carbon monoxide","12060","Atlanta-Sandy Springs-Roswell, GA","13","Georgia","089","DeKalb","33.6878000008711","-84.2905"
"02/01/2020","AQS","130890002","1","0.3","ppm","3","South DeKalb","24","100.0000","42101","Carbon monoxide","12060","Atlanta-Sandy Springs-Roswell, GA","13","Georgia","089","DeKalb","33.6878000008711","-84.2905"
"02/02/2020","AQS","130890002","1","0.4","ppm","5","South DeKalb","24","100.0000","42101","Carbon monoxide","12060","Atlanta-Sandy Springs-Roswell, GA","13","Georgia","089","DeKalb","33.6878000008711","-84.2905"
"02/03/2020","AQS","130890002","1","0.7","ppm","8","South DeKalb","24","100.0000","42101","Carbon monoxide","12060","Atlanta-Sandy Springs-Roswell, GA","13","Georgia","089","DeKalb","33.6878000008711","-84.2905"
"02/04/2020","AQS","130890002","1","0.2","ppm","2","South DeKalb","24","100.0000","42101","Carbon monoxide","12060","Atlanta-Sandy Springs-Roswell, GA","13","Georgia","089","DeKalb","33.6878000008711","-84.2905"
"02/05/2020","AQS","130890002","1","0.2","ppm","2","South DeKalb","24","100.0000","42101","Carbon monoxide","12060","Atlanta-Sandy Springs-Roswell, GA","13","Georgia","089","DeKalb","33.6878000008711","-84.2905"
"02/06/2020","AQS","130890002","1","0.2","ppm","2","South DeKalb","24","100.0000","42101","Carbon monoxide","12060","Atlanta-Sandy Springs-Roswell, GA","13","Georgia","089","DeKalb","33.6878000008711","-84.2905"
"02/07/2020","AQS","130890002","1","0.3","ppm","3","South DeKalb","24","100.0000","42101","Carbon monoxide","12060","Atlanta-Sandy Springs-Roswell, GA","13","Georgia","089","DeKalb","33.6878000008711","-84.2905"
"02/08/2020","AQS","130890002","1","0.6","ppm","7","South DeKalb","24","100.0000","42101","Carbon monoxide","12060","Atlanta-Sandy Springs-Roswell, GA","13","Georgia","089","DeKalb","33.6878000008711","-84.2905"
"02/09/2020","AQS","130890002","1","0.3","ppm","3","South DeKalb","24","100.0000","42101","Carbon monoxide","12060","Atlanta-Sandy Springs-Roswell, GA","13","Georgia","089","DeKalb","33.6878000008711","-84.2905"
"02/10/2020","AQS","130890002","1","0.3","ppm","3","South DeKalb","24","100.0000","42101","Carbon monoxide","12060","Atlanta-Sandy Springs-Roswell, GA","13","Georgia","089","DeKalb","33.6878000008711","-84.2905"
"02/11/2020","AQS","130890002","1","0.3","ppm","3","South DeKalb","24","100.0000","42101","Carbon monoxide","12060","Atlanta-Sandy Springs-Roswell, GA","13","Georgia","089","DeKalb","33.6878000008711","-84.2905"
