"Date","Source","Site ID","POC","Daily Max 8-hour CO Concentration","UNITS","DAILY_AQI_VALUE","Site Name","DAILY_OBS_COUNT","PERCENT_COMPLETE","AQS_PARAMETER_CODE","AQS_PARAMETER_DESC","CBSA_CODE","CBSA_NAME","STATE_CODE","STATE","COUNTY_CODE","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
"01/01/2020","AQS","100032004","1","0.5","ppm","6","MLK  CORNER OF MLK BLVD AND JUSTISON ST","19","79.0000","42101","Carbon monoxide","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","10","Delaware","003","New Castle","39.739444","-75.558056"
"01/02/2020","AQS","100032004","1","0.7","ppm","8","MLK  CORNER OF MLK BLVD AND JUSTISON ST","17","71.0000","42101","Carbon monoxide","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","10","Delaware","003","New Castle","39.739444","-75.558056"
"01/03/2020","AQS","100032004","1","0.4","ppm","5","MLK  CORNER OF MLK BLVD AND JUSTISON ST","10","42.0000","42101","Carbon monoxide","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","10","Delaware","003","New Castle","39.739444","-75.558056"
"01/06/2020","AQS","100032004","1","0.3","ppm","3","MLK  CORNER OF MLK BLVD AND JUSTISON ST","7","29.0000","42101","Carbon monoxide","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","10","Delaware","003","New Castle","39.739444","-75.558056"
"01/07/2020","AQS","100032004","1","0.5","ppm","6","MLK  CORNER OF MLK BLVD AND JUSTISON ST","24","100.0000","42101","Carbon monoxide","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","10","Delaware","003","New Castle","39.739444","-75.558056"
"01/08/2020","AQS","100032004","1","0.3","ppm","3","MLK  CORNER OF MLK BLVD AND JUSTISON ST","24","100.0000","42101","Carbon monoxide","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","10","Delaware","003","New Castle","39.739444","-75.558056"
"01/09/2020","AQS","100032004","1","0.2","ppm","2","MLK  CORNER OF MLK BLVD AND JUSTISON ST","24","100.0000","42101","Carbon monoxide","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","10","Delaware","003","New Castle","39.739444","-75.558056"
"01/10/2020","AQS","100032004","1","0.4","ppm","5","MLK  CORNER OF MLK BLVD AND JUSTISON ST","24","100.0000","42101","Carbon monoxide","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","10","Delaware","003","New Castle","39.739444","-75.558056"
"01/11/2020","AQS","100032004","1","0.5","ppm","6","MLK  CORNER OF MLK BLVD AND JUSTISON ST","24","100.0000","42101","Carbon monoxide","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","10","Delaware","003","New Castle","39.739444","-75.558056"
"01/12/2020","AQS","100032004","1","0.2","ppm","2","MLK  CORNER OF MLK BLVD AND JUSTISON ST","24","100.0000","42101","Carbon monoxide","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","10","Delaware","003","New Castle","39.739444","-75.558056"
"01/13/2020","AQS","100032004","1","0.5","ppm","6","MLK  CORNER OF MLK BLVD AND JUSTISON ST","24","100.0000","42101","Carbon monoxide","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","10","Delaware","003","New Castle","39.739444","-75.558056"
"01/14/2020","AQS","100032004","1","0.6","ppm","7","MLK  CORNER OF MLK BLVD AND JUSTISON ST","24","100.0000","42101","Carbon monoxide","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","10","Delaware","003","New Castle","39.739444","-75.558056"
"01/15/2020","AQS","100032004","1","0.3","ppm","3","MLK  CORNER OF MLK BLVD AND JUSTISON ST","24","100.0000","42101","Carbon monoxide","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","10","Delaware","003","New Castle","39.739444","-75.558056"
"01/16/2020","AQS","100032004","1","0.3","ppm","3","MLK  CORNER OF MLK BLVD AND JUSTISON ST","24","100.0000","42101","Carbon monoxide","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","10","Delaware","003","New Castle","39.739444","-75.558056"
"01/17/2020","AQS","100032004","1","0.2","ppm","2","MLK  CORNER OF MLK BLVD AND JUSTISON ST","24","100.0000","42101","Carbon monoxide","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","10","Delaware","003","New Castle","39.739444","-75.558056"
"01/18/2020","AQS","100032004","1","0.2","ppm","2","MLK  CORNER OF MLK BLVD AND JUSTISON ST","24","100.0000","42101","Carbon monoxide","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","10","Delaware","003","New Castle","39.739444","-75.558056"
"01/19/2020","AQS","100032004","1","0.3","ppm","3","MLK  CORNER OF MLK BLVD AND JUSTISON ST","24","100.0000","42101","Carbon monoxide","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","10","Delaware","003","New Castle","39.739444","-75.558056"
"01/20/2020","AQS","100032004","1","0.2","ppm","2","MLK  CORNER OF MLK BLVD AND JUSTISON ST","24","100.0000","42101","Carbon monoxide","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","10","Delaware","003","New Castle","39.739444","-75.558056"
