"Date","Source","Site ID","POC","Daily Max 8-hour CO Concentration","UNITS","DAILY_AQI_VALUE","Site Name","DAILY_OBS_COUNT","PERCENT_COMPLETE","AQS_PARAMETER_CODE","AQS_PARAMETER_DESC","CBSA_CODE","CBSA_NAME","STATE_CODE","STATE","COUNTY_CODE","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
"01/01/2020","AQS","220330009","1","0.6","ppm","7","Capitol","19","79.0000","42101","Carbon monoxide","12940","Baton Rouge, LA","22","Louisiana","033","East Baton Rouge","30.461981","-91.179219"
"01/02/2020","AQS","220330009","1","0.2","ppm","2","Capitol","24","100.0000","42101","Carbon monoxide","12940","Baton Rouge, LA","22","Louisiana","033","East Baton Rouge","30.461981","-91.179219"
"01/03/2020","AQS","220330009","1","0.2","ppm","2","Capitol","24","100.0000","42101","Carbon monoxide","12940","Baton Rouge, LA","22","Louisiana","033","East Baton Rouge","30.461981","-91.179219"
"01/04/2020","AQS","220330009","1","0.2","ppm","2","Capitol","24","100.0000","42101","Carbon monoxide","12940","Baton Rouge, LA","22","Louisiana","033","East Baton Rouge","30.461981","-91.179219"
"01/05/2020","AQS","220330009","1","0.5","ppm","6","Capitol","24","100.0000","42101","Carbon monoxide","12940","Baton Rouge, LA","22","Louisiana","033","East Baton Rouge","30.461981","-91.179219"
"01/06/2020","AQS","220330009","1","0.3","ppm","3","Capitol","24","100.0000","42101","Carbon monoxide","12940","Baton Rouge, LA","22","Louisiana","033","East Baton Rouge","30.461981","-91.179219"
"01/07/2020","AQS","220330009","1","0.2","ppm","2","Capitol","24","100.0000","42101","Carbon monoxide","12940","Baton Rouge, LA","22","Louisiana","033","East Baton Rouge","30.461981","-91.179219"
"01/08/2020","AQS","220330009","1","0.3","ppm","3","Capitol","24","100.0000","42101","Carbon monoxide","12940","Baton Rouge, LA","22","Louisiana","033","East Baton Rouge","30.461981","-91.179219"
"01/09/2020","AQS","220330009","1","0.2","ppm","2","Capitol","24","100.0000","42101","Carbon monoxide","12940","Baton Rouge, LA","22","Louisiana","033","East Baton Rouge","30.461981","-91.179219"
"01/10/2020","AQS","220330009","1","0.2","ppm","2","Capitol","24","100.0000","42101","Carbon monoxide","12940","Baton Rouge, LA","22","Louisiana","033","East Baton Rouge","30.461981","-91.179219"
"01/11/2020","AQS","220330009","1","0.2","ppm","2","Capitol","24","100.0000","42101","Carbon monoxide","12940","Baton Rouge, LA","22","Louisiana","033","East Baton Rouge","30.461981","-91.179219"
"01/12/2020","AQS","220330009","1","0.2","ppm","2","Capitol","24","100.0000","42101","Carbon monoxide","12940","Baton Rouge, LA","22","Louisiana","033","East Baton Rouge","30.461981","-91.179219"
"01/13/2020","AQS","220330009","1","0.3","ppm","3","Capitol","24","100.0000","42101","Carbon monoxide","12940","Baton Rouge, LA","22","Louisiana","033","East Baton Rouge","30.461981","-91.179219"
"01/14/2020","AQS","220330009","1","0.3","ppm","3","Capitol","24","100.0000","42101","Carbon monoxide","12940","Baton Rouge, LA","22","Louisiana","033","East Baton Rouge","30.461981","-91.179219"
"01/15/2020","AQS","220330009","1","0.4","ppm","5","Capitol","24","100.0000","42101","Carbon monoxide","12940","Baton Rouge, LA","22","Louisiana","033","East Baton Rouge","30.461981","-91.179219"
"01/16/2020","AQS","220330009","1","0.4","ppm","5","Capitol","24","100.0000","42101","Carbon monoxide","12940","Baton Rouge, LA","22","Louisiana","033","East Baton Rouge","30.461981","-91.179219"
"01/17/2020","AQS","220330009","1","0.2","ppm","2","Capitol","24","100.0000","42101","Carbon monoxide","12940","Baton Rouge, LA","22","Louisiana","033","East Baton Rouge","30.461981","-91.179219"
"01/18/2020","AQS","220330009","1","0.2","ppm","2","Capitol","24","100.0000","42101","Carbon monoxide","12940","Baton Rouge, LA","22","Louisiana","033","East Baton Rouge","30.461981","-91.179219"
"01/19/2020","AQS","220330009","1","0.2","ppm","2","Capitol","24","100.0000","42101","Carbon monoxide","12940","Baton Rouge, LA","22","Louisiana","033","East Baton Rouge","30.461981","-91.179219"
"01/20/2020","AQS","220330009","1","0.1","ppm","1","Capitol","24","100.0000","42101","Carbon monoxide","12940","Baton Rouge, LA","22","Louisiana","033","East Baton Rouge","30.461981","-91.179219"
"01/21/2020","AQS","220330009","1","0.2","ppm","2","Capitol","24","100.0000","42101","Carbon monoxide","12940","Baton Rouge, LA","22","Louisiana","033","East Baton Rouge","30.461981","-91.179219"
"01/22/2020","AQS","220330009","1","0.2","ppm","2","Capitol","24","100.0000","42101","Carbon monoxide","12940","Baton Rouge, LA","22","Louisiana","033","East Baton Rouge","30.461981","-91.179219"
